normalized_alias,raw_alias,project_entity_id,alias_kind,weight,search_only,conflict_flag
雅居乐天空公馆,雅居乐天空公馆,project:agile-sky-residence,EXACT_PROJECT_NAME,100,False,False
agileskyresidence,Agile Sky Residence,project:agile-sky-residence,EXACT_PROJECT_NAME,100,False,False
bkk1雅居乐,BKK1雅居乐,project:agile-sky-residence,STRONG_PROJECT_ALIAS,95,True,False
bkk雅居乐,BKK雅居乐,project:agile-sky-residence,STRONG_PROJECT_ALIAS,95,True,False
莫尼旺雅居乐,莫尼旺雅居乐,project:agile-sky-residence,STRONG_PROJECT_ALIAS,95,True,False
雅居乐,雅居乐,project:agile-sky-residence,STRONG_PROJECT_ALIAS,95,True,False
雅居乐天空公馆,雅居乐天空公馆,project:agile-sky-residence,STRONG_PROJECT_ALIAS,95,True,False
agileskyresidence,Agile Sky Residence,project:agile-sky-residence,STRONG_PROJECT_ALIAS,95,True,False
bkk3雅居乐,BKK3雅居乐,project:agile-sky-residence,STRONG_PROJECT_ALIAS,95,True,False
bkkmansion,BKK Mansion,project:bkk-mansion,EXACT_PROJECT_NAME,100,False,False
bkk,BKK,project:bkk-mansion,STRONG_PROJECT_ALIAS,95,True,False
bkkmansion,BKK Mansion,project:bkk-mansion,STRONG_PROJECT_ALIAS,95,True,False
casabymeridian,CASA by Meridian,project:casa-meridian,EXACT_PROJECT_NAME,100,False,False
钻石岛,钻石岛,project:casa-meridian,STRONG_PROJECT_ALIAS,95,True,True
casameridian,CASA Meridian,project:casa-meridian,STRONG_PROJECT_ALIAS,95,True,False
chieftower,Chief Tower,project:chief-tower,EXACT_PROJECT_NAME,100,False,False
chieftower,Chief Tower,project:chief-tower,STRONG_PROJECT_ALIAS,95,True,False
decastleroyal,De Castle Royal,project:de-castle-royal,EXACT_PROJECT_NAME,100,False,False
"德城堡,decastleroyal","德城堡,De Castle Royal",project:de-castle-royal,STRONG_PROJECT_ALIAS,95,True,False
钻石湾花园,钻石湾花园,project:diamond-bay-garden,EXACT_PROJECT_NAME,100,False,False
diamondbaygarden,Diamond Bay Garden,project:diamond-bay-garden,EXACT_PROJECT_NAME,100,False,False
钻石岛,钻石岛,project:diamond-bay-garden,STRONG_PROJECT_ALIAS,95,True,True
diamondbaygarden,Diamond Bay Garden,project:diamond-bay-garden,STRONG_PROJECT_ALIAS,95,True,False
钻石名邸,钻石名邸,project:diamond-mansion,EXACT_PROJECT_NAME,100,False,False
（待核）,（待核）,project:diamond-mansion,EXACT_PROJECT_NAME,100,False,False
钻石岛,钻石岛,project:diamond-mansion,STRONG_PROJECT_ALIAS,95,True,True
钻石名邸,钻石名邸,project:diamond-mansion,STRONG_PROJECT_ALIAS,95,True,False
diamondone,Diamond One,project:diamond-one,EXACT_PROJECT_NAME,100,False,False
钻石岛,钻石岛,project:diamond-one,STRONG_PROJECT_ALIAS,95,True,True
"钻石一号,diamondone","钻石一号,Diamond One",project:diamond-one,STRONG_PROJECT_ALIAS,95,True,False
diamondtwintower,Diamond Twin Tower,project:diamond-twin-tower,EXACT_PROJECT_NAME,100,False,False
钻石岛,钻石岛,project:diamond-twin-tower,STRONG_PROJECT_ALIAS,95,True,True
"钻石双塔,diamondtwintower","钻石双塔,Diamond Twin Tower",project:diamond-twin-tower,STRONG_PROJECT_ALIAS,95,True,False
鼎利大厦,鼎利大厦,project:ding-li-tower,EXACT_PROJECT_NAME,100,False,False
dinglitower,Ding Li Tower,project:ding-li-tower,EXACT_PROJECT_NAME,100,False,False
"鼎利,dinglitower","鼎利,Ding Li Tower",project:ding-li-tower,STRONG_PROJECT_ALIAS,95,True,False
jtower1,J Tower 1,project:j-tower-1,EXACT_PROJECT_NAME,100,False,False
"堆谷,时代商圈","堆谷,时代商圈",project:j-tower-1,STRONG_PROJECT_ALIAS,95,True,False
"j1,jtower1","J1,J Tower 1",project:j-tower-1,STRONG_PROJECT_ALIAS,95,True,False
jtower2,J Tower 2,project:j-tower-2,EXACT_PROJECT_NAME,100,False,False
堆谷,堆谷,project:j-tower-2,STRONG_PROJECT_ALIAS,95,True,True
"j2,jtower2","J2,J Tower 2",project:j-tower-2,STRONG_PROJECT_ALIAS,95,True,False
jtower3,J Tower 3,project:j-tower-3,EXACT_PROJECT_NAME,100,False,False
堆谷,堆谷,project:j-tower-3,STRONG_PROJECT_ALIAS,95,True,True
"j3,jtower3","J3,J Tower 3",project:j-tower-3,STRONG_PROJECT_ALIAS,95,True,False
lavistaone,La Vista One,project:la-vista-one,EXACT_PROJECT_NAME,100,False,False
lavistaone,La Vista One,project:la-vista-one,STRONG_PROJECT_ALIAS,95,True,False
lecondébkk1,Le Condé BKK1,project:le-conde-bkk1,EXACT_PROJECT_NAME,100,False,False
lecondé,Le Condé,project:le-conde-bkk1,EXACT_PROJECT_NAME,100,False,False
bkk1,BKK1,project:le-conde-bkk1,STRONG_PROJECT_ALIAS,95,True,False
"康帝,leconde,lecondébkk1","康帝,Le Conde,Le Condé BKK1",project:le-conde-bkk1,STRONG_PROJECT_ALIAS,95,True,False
mresidence,M Residence,project:m-residence,EXACT_PROJECT_NAME,100,False,False
mresidence,M Residence,project:m-residence,STRONG_PROJECT_ALIAS,95,True,False
mesong,MESONG,project:mesong,EXACT_PROJECT_NAME,100,False,False
钻石岛,钻石岛,project:mesong,STRONG_PROJECT_ALIAS,95,True,True
"湄松,mesong,themesa?","湄松,MESONG,The Mesa?",project:mesong,STRONG_PROJECT_ALIAS,95,True,False
摩根天御,摩根天御,project:morgan-enmaison,EXACT_PROJECT_NAME,100,False,False
morganenmaison,Morgan EnMaison,project:morgan-enmaison,EXACT_PROJECT_NAME,100,False,False
"水净华,摩根","水净华,摩根",project:morgan-enmaison,STRONG_PROJECT_ALIAS,95,True,False
"morganenmaison,enmaison,摩根天御","Morgan EnMaison,EnMaison,摩根天御",project:morgan-enmaison,STRONG_PROJECT_ALIAS,95,True,False
摩根大厦,摩根大厦,project:morgan-tower,EXACT_PROJECT_NAME,100,False,False
morgantower,Morgan Tower,project:morgan-tower,EXACT_PROJECT_NAME,100,False,False
摩根,摩根,project:morgan-tower,STRONG_PROJECT_ALIAS,95,True,True
"morgantower,摩根大厦,摩根塔","Morgan Tower,摩根大厦,摩根塔",project:morgan-tower,STRONG_PROJECT_ALIAS,95,True,False
olympiacity,Olympia City,project:olympia-city,EXACT_PROJECT_NAME,100,False,False
"俄市方向,奥林匹克商圈","俄市方向,奥林匹克商圈",project:olympia-city,STRONG_PROJECT_ALIAS,95,True,False
"奥林匹克城,奥林匹亚,olympiacity,olympia","奥林匹克城,奥林匹亚,Olympia City,Olympia",project:olympia-city,STRONG_PROJECT_ALIAS,95,True,False
one70,ONE 70,project:one-70,EXACT_PROJECT_NAME,100,False,False
"170,one70,one70","170,ONE70,One 70",project:one-70,STRONG_PROJECT_ALIAS,95,True,False
onepark,One Park,project:one-park,EXACT_PROJECT_NAME,100,False,False
oneparkresidence,One Park Residence,project:one-park,EXACT_PROJECT_NAME,100,False,False
"森速,堆谷方向","森速,堆谷方向",project:one-park,STRONG_PROJECT_ALIAS,95,True,False
"一公园,onepark","一公园,One Park",project:one-park,STRONG_PROJECT_ALIAS,95,True,False
parc21,Parc 21,project:parc-21,EXACT_PROJECT_NAME,100,False,False
parc21,Parc 21,project:parc-21,STRONG_PROJECT_ALIAS,95,True,False
毕加索,毕加索,project:picasso-city-garden,EXACT_PROJECT_NAME,100,False,False
picassocitygarden,Picasso City Garden,project:picasso-city-garden,EXACT_PROJECT_NAME,100,False,False
"毕加索花园,picasso,picassocitygarden","毕加索花园,Picasso,Picasso City Garden",project:picasso-city-garden,STRONG_PROJECT_ALIAS,95,True,False
太子中央广场,太子中央广场,project:prince-central-plaza,EXACT_PROJECT_NAME,100,False,False
princecentralplaza,Prince Central Plaza,project:prince-central-plaza,EXACT_PROJECT_NAME,100,False,False
独立碑商圈,独立碑商圈,project:prince-central-plaza,PROJECT_LANDMARK,85,True,False
"太子中央,princecentralplaza","太子中央,Prince Central Plaza",project:prince-central-plaza,STRONG_PROJECT_ALIAS,95,True,False
太子国际广场,太子国际广场,project:prince-international-plaza,EXACT_PROJECT_NAME,100,False,False
princeinternationalplaza,Prince International Plaza,project:prince-international-plaza,EXACT_PROJECT_NAME,100,False,False
太子系,太子系,project:prince-international-plaza,STRONG_PROJECT_ALIAS,95,True,True
"太子国际,princeinternationalplaza","太子国际,Prince International Plaza",project:prince-international-plaza,STRONG_PROJECT_ALIAS,95,True,False
太子现代广场,太子现代广场,project:prince-modern-plaza,EXACT_PROJECT_NAME,100,False,False
princemodernplaza,Prince Modern Plaza,project:prince-modern-plaza,EXACT_PROJECT_NAME,100,False,False
太子系,太子系,project:prince-modern-plaza,STRONG_PROJECT_ALIAS,95,True,True
"太子现代,princemodernplaza","太子现代,Prince Modern Plaza",project:prince-modern-plaza,STRONG_PROJECT_ALIAS,95,True,False
太子寰宇中心,太子寰宇中心,project:prince-universe,EXACT_PROJECT_NAME,100,False,False
princeuniverse太子寰宇中心,Prince Universe / 太子·寰宇中心,project:prince-universe,EXACT_PROJECT_NAME,100,False,False
太子系,太子系,project:prince-universe,STRONG_PROJECT_ALIAS,95,True,True
"太子寰宇,princeuniverse","太子寰宇,Prince Universe",project:prince-universe,STRONG_PROJECT_ALIAS,95,True,False
富力城,富力城,project:rf-city,EXACT_PROJECT_NAME,100,False,False
r&fcity,R&F City,project:rf-city,EXACT_PROJECT_NAME,100,False,False
60米富力城,60米富力城,project:rf-city,PROJECT_ROAD,90,True,False
洪森大道富力城,洪森大道富力城,project:rf-city,PROJECT_ROAD,90,True,False
永旺3富力城,永旺3富力城,project:rf-city,PROJECT_LANDMARK,85,True,False
"富力,富力中心城,金边中心城,近富力,r&fcity,rfcity,randf","富力,富力中心城,金边中心城,近富力,R&F City,RF City,R and F",project:rf-city,STRONG_PROJECT_ALIAS,95,True,False
玫瑰滨江园,玫瑰滨江园,project:rose-garden,EXACT_PROJECT_NAME,100,False,False
rosegarden,Rose Garden,project:rose-garden,EXACT_PROJECT_NAME,100,False,False
玫瑰滨江园,玫瑰滨江园,project:rose-garden,STRONG_PROJECT_ALIAS,95,True,False
百色河玫瑰,百色河玫瑰,project:rose-garden,STRONG_PROJECT_ALIAS,95,True,False
诺罗敦玫瑰,诺罗敦玫瑰,project:rose-garden,STRONG_PROJECT_ALIAS,95,True,False
"玫瑰滨江园,玫瑰滨江,玫瑰园,rosegarden,rosegardencondominium,rosegardencondo","玫瑰滨江园,玫瑰滨江,玫瑰园,Rose Garden,Rose Garden Condominium,Rose Garden Condo",project:rose-garden,STRONG_PROJECT_ALIAS,95,True,False
皇家一号,皇家一号,project:royal-one,EXACT_PROJECT_NAME,100,False,True
royalone,Royal One,project:royal-one,EXACT_PROJECT_NAME,100,False,True
"皇家一号,royalone","皇家一号,Royal One",project:royal-one,STRONG_PROJECT_ALIAS,95,True,False
skyvilla,Sky Villa,project:sky-villa,EXACT_PROJECT_NAME,100,False,False
"天空别墅（易混天空树）,skyvilla","天空别墅（易混天空树）,Sky Villa",project:sky-villa,STRONG_PROJECT_ALIAS,95,True,False
天空树,天空树,project:skytree,EXACT_PROJECT_NAME,100,False,False
skytree,SKYTREE,project:skytree,EXACT_PROJECT_NAME,100,False,False
"天空树,skytree,skytree","天空树,SKYTREE,Sky Tree",project:skytree,STRONG_PROJECT_ALIAS,95,True,False
桥牌世桥,桥牌 / 世桥,project:the-bridge,EXACT_PROJECT_NAME,100,False,False
thebridge,The Bridge,project:the-bridge,EXACT_PROJECT_NAME,100,False,False
桥牌,桥牌,project:the-bridge,STRONG_PROJECT_ALIAS,95,True,False
世桥,世桥,project:the-bridge,STRONG_PROJECT_ALIAS,95,True,False
钻石岛桥牌,钻石岛桥牌,project:the-bridge,STRONG_PROJECT_ALIAS,95,True,False
金街桥牌,金街桥牌,project:the-bridge,STRONG_PROJECT_ALIAS,95,True,False
永旺1桥牌,永旺1桥牌,project:the-bridge,PROJECT_LANDMARK,85,True,False
"桥牌,世桥,桥,thebridge,bridge","桥牌,世桥,桥,The Bridge,Bridge",project:the-bridge,STRONG_PROJECT_ALIAS,95,True,False
thegateway,The Gateway,project:the-gateway,EXACT_PROJECT_NAME,100,False,False
"网关,thegateway","网关,The Gateway",project:the-gateway,STRONG_PROJECT_ALIAS,95,True,False
thepeak香格里拉,The Peak 香格里拉,project:the-peak,EXACT_PROJECT_NAME,100,False,False
thepeak,The Peak,project:the-peak,EXACT_PROJECT_NAME,100,False,False
香格里拉,香格里拉,project:the-peak,STRONG_PROJECT_ALIAS,95,True,False
钻石岛香格里拉,钻石岛香格里拉,project:the-peak,STRONG_PROJECT_ALIAS,95,True,False
金界香格里拉,金界香格里拉,project:the-peak,PROJECT_LANDMARK,85,True,False
永旺1香格里拉,永旺1香格里拉,project:the-peak,PROJECT_LANDMARK,85,True,False
"香格里拉,峰会,peak,thepeak,peakresidences","香格里拉,峰会,Peak,The Peak,Peak Residences",project:the-peak,STRONG_PROJECT_ALIAS,95,True,False
太子幸福广场,太子幸福广场,project:the-pinnacle,EXACT_PROJECT_NAME,100,False,False
thepinnacleresidence,The Pinnacle Residence,project:the-pinnacle,EXACT_PROJECT_NAME,100,False,False
"永旺3方向,271,洪森大道口","永旺3方向,271,洪森大道口",project:the-pinnacle,PROJECT_LANDMARK,85,True,False
"thepinnacle,thepinnacleresidence,princehappinessplaza,太子幸福广场,太子幸福,幸福广场","The Pinnacle,The Pinnacle Residence,Prince Happiness Plaza,太子幸福广场,太子幸福,幸福广场",project:the-pinnacle,STRONG_PROJECT_ALIAS,95,True,False
theview,The View,project:the-view,EXACT_PROJECT_NAME,100,False,False
theviewservicedresidence,The View Serviced Residence,project:the-view,EXACT_PROJECT_NAME,100,False,False
theview,The View,project:the-view,STRONG_PROJECT_ALIAS,95,True,False
时代广场1,时代广场1,project:times-square-1,EXACT_PROJECT_NAME,100,False,False
timesquare1,Time Square 1,project:times-square-1,EXACT_PROJECT_NAME,100,False,False
"堆谷,俄罗斯市场方向","堆谷,俄罗斯市场方向",project:times-square-1,PROJECT_LANDMARK,85,True,False
